transaction_id,target_id,acquirer_id,announce_date,close_date,deal_year,deal_quarter,deal_type,financing_type,deal_size_mm,ev_ebitda_multiple,ev_revenue_multiple,synergy_pct_of_deal,outcome,strategic_rationale_tags,num_bidders,days_to_close
TXN-0300,TGT-0158,ACQ-027,2016-03-24,2016-08-02,2016,Q1,SPAC Merger,Leveraged,226.2,10.0,6.19,14.9,Closed,Geographic Expansion|Platform Build|Revenue Synergies|Market Consolidation|High Growth,1,131
TXN-0301,TGT-0221,ACQ-011,2017-08-21,2018-01-08,2017,Q3,Carve-out,Mixed,170.4,9.5,7.63,10.7,Closed,Geographic Expansion|Market Consolidation|Cost Synergies,4,140
TXN-0302,TGT-0056,ACQ-011,2016-09-04,2016-10-23,2016,Q3,Bolt-on Acquisition,Stock-for-Stock,232.3,12.5,5.02,11.1,Closed,Vertical Integration|Supply Chain Integration,2,49
TXN-0303,TGT-0109,ACQ-034,2015-12-02,2016-12-30,2015,Q4,SPAC Merger,Seller Financing,746.7,15.0,3.23,10.3,Closed,Diversification|Revenue Synergies|Technology Capability|Brand Value,6,394
TXN-0304,TGT-0183,ACQ-022,2016-03-14,,2016,Q1,Recapitalization,Mixed,584.3,22.9,1.8,13.2,Withdrawn,Diversification|Margin Improvement|Cross-Sell Opportunity,5,
TXN-0305,TGT-0097,ACQ-001,2020-03-07,2020-10-16,2020,Q1,Merger of Equals,All Cash,547.2,10.4,4.29,15.6,Closed,Brand Value|Margin Improvement|Regulatory Arbitrage|Market Consolidation|Platform Build,2,223
TXN-0306,TGT-0074,ACQ-034,2024-03-06,2024-12-04,2024,Q1,Carve-out,Stock-for-Stock,251.6,18.8,4.75,17.9,Closed,Margin Improvement|Regulatory Arbitrage,3,273
TXN-0307,TGT-0046,ACQ-007,2021-03-11,,2021,Q1,Carve-out,Leveraged,616.6,10.2,2.65,11.1,Withdrawn,Brand Value|Talent Acquisition|Regulatory Arbitrage,2,
TXN-0308,TGT-0115,ACQ-037,2024-01-24,,2024,Q1,Merger of Equals,Stock-for-Stock,528.3,20.9,7.76,10.4,Withdrawn,Vertical Integration|Platform Build|Brand Value,4,
TXN-0309,TGT-0097,ACQ-008,2024-09-08,,2024,Q3,Carve-out,Leveraged,467.9,6.0,1.25,12.1,Withdrawn,Diversification|Supply Chain Integration|Brand Value|Regulatory Arbitrage|Cost Synergies,7,
TXN-0310,TGT-0055,ACQ-026,2015-10-09,2016-10-28,2015,Q4,Merger of Equals,Cash + Stock,672.2,15.5,4.08,13.2,Closed,Cross-Sell Opportunity|Diversification,3,385
TXN-0311,TGT-0294,ACQ-031,2018-11-10,,2018,Q4,Platform Investment,Mixed,61.2,21.4,1.9,15.2,Withdrawn,Brand Value|Revenue Synergies,4,
TXN-0312,TGT-0082,ACQ-002,2023-11-25,,2023,Q4,Merger of Equals,Stock-for-Stock,792.4,20.4,3.62,12.0,Pending,Market Consolidation|Technology Capability|Brand Value|Talent Acquisition,5,
TXN-0313,TGT-0298,ACQ-004,2019-10-13,2020-10-25,2019,Q4,Carve-out,Seller Financing,361.9,15.2,7.26,6.6,Closed,Diversification|Market Consolidation,4,378
TXN-0314,TGT-0219,ACQ-011,2015-02-06,2015-06-07,2015,Q1,Merger of Equals,Stock-for-Stock,756.9,8.2,4.51,8.8,Closed,Technology Capability|Geographic Expansion|Platform Build|Brand Value|High Growth,7,121
TXN-0315,TGT-0193,ACQ-006,2022-12-24,,2022,Q4,Platform Investment,Mixed,303.3,8.3,1.39,11.3,Pending,Cross-Sell Opportunity|Brand Value,4,
TXN-0316,TGT-0049,ACQ-038,2017-10-17,,2017,Q4,Recapitalization,Mixed,249.2,8.4,3.14,15.1,Withdrawn,Revenue Synergies|Market Consolidation|Geographic Expansion|High Growth|Talent Acquisition,3,
TXN-0317,TGT-0300,ACQ-035,2016-04-28,,2016,Q2,Bolt-on Acquisition,Cash + Stock,560.7,6.1,4.02,8.3,Rumored,Cross-Sell Opportunity|Technology Capability|Regulatory Arbitrage,1,
TXN-0318,TGT-0018,ACQ-006,2016-09-17,2017-10-04,2016,Q3,Merger of Equals,Seller Financing,347.1,24.0,0.8,8.1,Closed,Cost Synergies|Cross-Sell Opportunity|Margin Improvement|Market Consolidation|Diversification,5,382
TXN-0319,TGT-0108,ACQ-007,2015-04-09,2016-03-21,2015,Q2,Strategic Acquisition,Cash + Stock,250.3,21.8,7.69,13.2,Closed,Vertical Integration|Cost Synergies|Market Consolidation|Cross-Sell Opportunity,4,347
TXN-0320,TGT-0196,ACQ-011,2021-12-06,,2021,Q4,Bolt-on Acquisition,Leveraged,753.1,8.7,2.27,13.7,Withdrawn,Market Consolidation|Diversification|Cross-Sell Opportunity,5,
TXN-0321,TGT-0215,ACQ-010,2020-11-05,,2020,Q4,Minority Investment,All Cash,209.3,11.1,4.63,14.6,Rumored,Diversification|Regulatory Arbitrage,7,
TXN-0322,TGT-0116,ACQ-018,2015-02-04,,2015,Q1,Minority Investment,Cash + Stock,762.1,20.9,1.69,12.0,Withdrawn,Platform Build|Talent Acquisition|Diversification|Market Consolidation|Cross-Sell Opportunity,5,
TXN-0323,TGT-0025,ACQ-011,2020-10-05,,2020,Q4,Carve-out,Leveraged,448.1,22.8,3.7,13.1,Terminated,Regulatory Arbitrage|Talent Acquisition,5,
TXN-0324,TGT-0194,ACQ-037,2019-01-10,2019-10-21,2019,Q1,Merger of Equals,Mixed,547.4,13.9,4.1,10.5,Closed,Vertical Integration|High Growth|Talent Acquisition|Market Consolidation,6,284
TXN-0325,TGT-0209,ACQ-021,2016-02-18,2016-04-08,2016,Q1,Bolt-on Acquisition,Mixed,756.7,9.1,1.21,15.6,Closed,Regulatory Arbitrage|Talent Acquisition|Market Consolidation|Cost Synergies|Margin Improvement,8,50
TXN-0326,TGT-0064,ACQ-026,2015-04-17,,2015,Q2,Strategic Acquisition,Mixed,566.5,20.2,2.56,15.6,Withdrawn,Cost Synergies|Regulatory Arbitrage|Supply Chain Integration|Talent Acquisition|Technology Capability,1,
TXN-0327,TGT-0181,ACQ-004,2021-12-13,2022-06-24,2021,Q4,Minority Investment,Cash + Stock,776.2,12.4,5.69,17.1,Closed,Margin Improvement|Vertical Integration|Revenue Synergies|Technology Capability,2,193
TXN-0328,TGT-0112,ACQ-020,2023-01-04,,2023,Q1,Recapitalization,Seller Financing,60.1,6.1,4.11,8.1,Pending,Diversification|Market Consolidation,2,
TXN-0329,TGT-0221,ACQ-032,2018-01-15,2018-06-24,2018,Q1,Management Buyout,Seller Financing,337.4,23.3,0.85,16.1,Closed,High Growth|Diversification|Vertical Integration|Revenue Synergies|Brand Value,5,160
TXN-0330,TGT-0225,ACQ-011,2017-09-04,2018-05-09,2017,Q3,Minority Investment,All Cash,708.6,19.5,1.6,7.8,Closed,Market Consolidation|Diversification|Geographic Expansion|Cost Synergies|Regulatory Arbitrage,3,247
TXN-0331,TGT-0216,ACQ-032,2023-12-01,,2023,Q4,Carve-out,Leveraged,409.0,23.5,6.87,9.6,Withdrawn,Supply Chain Integration|Geographic Expansion,2,
TXN-0332,TGT-0122,ACQ-004,2020-11-23,2021-11-19,2020,Q4,SPAC Merger,Mixed,355.9,11.5,4.3,15.9,Closed,Market Consolidation|Talent Acquisition|Cost Synergies,4,361
TXN-0333,TGT-0127,ACQ-028,2018-10-14,,2018,Q4,Bolt-on Acquisition,Mixed,494.7,9.6,6.96,13.7,Terminated,Platform Build|Cost Synergies|High Growth,3,
TXN-0334,TGT-0010,ACQ-040,2018-02-09,,2018,Q1,Strategic Acquisition,Stock-for-Stock,427.1,19.3,7.86,6.8,Withdrawn,Geographic Expansion|Talent Acquisition|High Growth|Regulatory Arbitrage|Brand Value,7,
TXN-0335,TGT-0180,ACQ-027,2018-08-10,2019-07-31,2018,Q3,Strategic Acquisition,Cash + Stock,15.4,18.5,3.12,7.9,Closed,High Growth|Cost Synergies,5,355
TXN-0336,TGT-0058,ACQ-007,2015-04-27,2015-09-26,2015,Q2,Merger of Equals,Leveraged,598.2,17.2,5.15,7.1,Closed,Platform Build|Brand Value|Cost Synergies|Regulatory Arbitrage|Cross-Sell Opportunity,5,152
TXN-0337,TGT-0098,ACQ-013,2022-02-25,,2022,Q1,Bolt-on Acquisition,Seller Financing,284.2,19.8,7.93,6.4,Rumored,Cost Synergies|Technology Capability,3,
TXN-0338,TGT-0287,ACQ-023,2020-10-24,2021-10-10,2020,Q4,Bolt-on Acquisition,Stock-for-Stock,394.0,16.0,7.66,16.4,Closed,Market Consolidation|Cost Synergies|Vertical Integration|Geographic Expansion,3,351
TXN-0339,TGT-0204,ACQ-032,2023-01-26,,2023,Q1,Carve-out,Stock-for-Stock,316.6,20.8,3.69,7.6,Terminated,Cost Synergies|Cross-Sell Opportunity,3,
TXN-0340,TGT-0263,ACQ-030,2023-08-21,2024-03-02,2023,Q3,Platform Investment,Cash + Stock,571.0,16.5,2.03,3.8,Closed,Regulatory Arbitrage|Cost Synergies,4,194
TXN-0341,TGT-0128,ACQ-014,2023-03-24,2023-07-15,2023,Q1,Strategic Acquisition,Mixed,511.7,24.5,3.14,19.1,Closed,Brand Value|Cross-Sell Opportunity|Vertical Integration|Diversification|Geographic Expansion,5,113
TXN-0342,TGT-0144,ACQ-012,2019-03-08,,2019,Q1,Management Buyout,Mixed,98.6,20.2,3.55,14.1,Rumored,Technology Capability|Diversification|Vertical Integration|Brand Value|Cross-Sell Opportunity,4,
TXN-0343,TGT-0223,ACQ-024,2017-10-03,2018-10-14,2017,Q4,Bolt-on Acquisition,Stock-for-Stock,375.6,21.5,2.07,12.7,Closed,Geographic Expansion|Vertical Integration|Cost Synergies|Supply Chain Integration,3,376
TXN-0344,TGT-0074,ACQ-005,2021-04-09,,2021,Q2,Recapitalization,Mixed,93.7,16.0,6.03,16.7,Withdrawn,High Growth|Geographic Expansion|Platform Build|Revenue Synergies|Regulatory Arbitrage,2,
TXN-0345,TGT-0074,ACQ-039,2015-01-21,2015-05-29,2015,Q1,Bolt-on Acquisition,Seller Financing,684.4,7.6,1.8,15.9,Closed,Diversification|Margin Improvement|Cost Synergies|Technology Capability,8,128
TXN-0346,TGT-0279,ACQ-008,2015-02-22,2015-04-20,2015,Q1,Bolt-on Acquisition,Seller Financing,95.5,22.8,3.79,3.0,Closed,High Growth|Brand Value|Cost Synergies,4,57
TXN-0347,TGT-0197,ACQ-008,2022-05-20,2022-08-16,2022,Q2,Bolt-on Acquisition,Cash + Stock,765.8,11.4,1.35,8.7,Closed,Cross-Sell Opportunity|Cost Synergies,6,88
TXN-0348,TGT-0093,ACQ-028,2017-08-13,2017-11-05,2017,Q3,SPAC Merger,Leveraged,702.2,11.2,4.39,9.3,Closed,Revenue Synergies|Cost Synergies,5,84
TXN-0349,TGT-0229,ACQ-031,2016-03-08,2016-10-02,2016,Q1,SPAC Merger,Stock-for-Stock,128.6,12.1,1.72,16.0,Closed,High Growth|Margin Improvement|Market Consolidation|Brand Value|Cross-Sell Opportunity,6,208
TXN-0350,TGT-0197,ACQ-027,2023-10-12,,2023,Q4,Management Buyout,Seller Financing,433.0,21.6,3.57,12.9,Pending,Market Consolidation|Platform Build|Technology Capability,7,
TXN-0351,TGT-0286,ACQ-031,2017-01-13,2017-12-06,2017,Q1,Strategic Acquisition,Leveraged,681.3,22.5,6.7,8.0,Closed,Technology Capability|Brand Value|Revenue Synergies|Geographic Expansion|Cost Synergies,3,327
TXN-0352,TGT-0014,ACQ-028,2020-01-25,,2020,Q1,Bolt-on Acquisition,Mixed,72.9,21.9,7.07,3.5,Rumored,Platform Build|Technology Capability|Brand Value,6,
TXN-0353,TGT-0094,ACQ-031,2017-07-13,2018-07-21,2017,Q3,Recapitalization,Stock-for-Stock,363.5,18.3,0.9,4.9,Closed,Cross-Sell Opportunity|Supply Chain Integration,1,373
TXN-0354,TGT-0217,ACQ-030,2023-07-18,2023-11-04,2023,Q3,SPAC Merger,Seller Financing,571.8,14.0,1.93,19.5,Closed,High Growth|Cross-Sell Opportunity|Geographic Expansion,7,109
TXN-0355,TGT-0040,ACQ-030,2022-07-04,2022-09-26,2022,Q3,Minority Investment,Stock-for-Stock,57.9,13.1,3.85,7.6,Closed,Cross-Sell Opportunity|Supply Chain Integration|Diversification|Geographic Expansion,2,84
TXN-0356,TGT-0034,ACQ-014,2024-01-17,,2024,Q1,Platform Investment,Cash + Stock,173.4,23.7,2.53,4.4,Terminated,Geographic Expansion|Brand Value|Diversification|Platform Build|Vertical Integration,1,
TXN-0357,TGT-0100,ACQ-021,2021-08-21,2021-10-17,2021,Q3,Carve-out,Mixed,275.1,23.0,4.43,11.5,Closed,Margin Improvement|Cross-Sell Opportunity|Geographic Expansion|Vertical Integration|Cost Synergies,3,57
TXN-0358,TGT-0048,ACQ-015,2018-05-25,,2018,Q2,Carve-out,Seller Financing,793.9,17.6,4.57,16.1,Terminated,Diversification|Vertical Integration|Brand Value,8,
TXN-0359,TGT-0199,ACQ-016,2018-01-12,,2018,Q1,Carve-out,Seller Financing,91.5,6.3,6.32,8.3,Pending,Platform Build|Margin Improvement|Diversification|Cost Synergies|Vertical Integration,2,
TXN-0360,TGT-0181,ACQ-006,2016-06-12,,2016,Q2,Recapitalization,Leveraged,783.1,20.5,3.98,18.7,Pending,Geographic Expansion|Diversification|Vertical Integration|High Growth|Market Consolidation,2,
TXN-0361,TGT-0263,ACQ-040,2020-07-13,,2020,Q3,Bolt-on Acquisition,Mixed,412.2,11.0,7.1,14.6,Withdrawn,Market Consolidation|Revenue Synergies|Talent Acquisition,1,
TXN-0362,TGT-0082,ACQ-037,2021-03-07,,2021,Q1,Leveraged Buyout,Stock-for-Stock,540.3,12.6,4.17,12.1,Pending,Platform Build|Cost Synergies,8,
TXN-0363,TGT-0206,ACQ-022,2016-08-26,,2016,Q3,Merger of Equals,Seller Financing,181.9,20.1,1.62,10.7,Pending,Cost Synergies|Regulatory Arbitrage|Technology Capability|Diversification|Cross-Sell Opportunity,3,
TXN-0364,TGT-0186,ACQ-028,2022-05-28,2022-09-22,2022,Q2,Strategic Acquisition,Cash + Stock,762.8,19.0,2.74,13.8,Closed,Vertical Integration|High Growth,2,117
TXN-0365,TGT-0215,ACQ-034,2018-08-19,2019-03-30,2018,Q3,Carve-out,All Cash,717.5,14.1,7.74,8.0,Closed,Margin Improvement|Brand Value|Talent Acquisition|Market Consolidation|Cost Synergies,4,223
TXN-0366,TGT-0200,ACQ-001,2023-05-26,,2023,Q2,Bolt-on Acquisition,Mixed,499.0,12.2,7.9,19.0,Rumored,Cost Synergies|Margin Improvement,6,
TXN-0367,TGT-0209,ACQ-017,2023-02-07,,2023,Q1,Recapitalization,Cash + Stock,516.5,17.0,1.06,15.7,Pending,Market Consolidation|Talent Acquisition|Supply Chain Integration|Cost Synergies|Cross-Sell Opportunity,4,
TXN-0368,TGT-0296,ACQ-001,2020-07-14,2021-03-27,2020,Q3,Strategic Acquisition,Leveraged,409.1,22.5,5.84,14.0,Closed,Diversification|Brand Value|Talent Acquisition|High Growth|Supply Chain Integration,8,256
TXN-0369,TGT-0192,ACQ-012,2023-04-20,,2023,Q2,Management Buyout,Stock-for-Stock,238.7,18.5,5.7,13.8,Withdrawn,Supply Chain Integration|Revenue Synergies,2,
TXN-0370,TGT-0211,ACQ-007,2022-02-26,,2022,Q1,Recapitalization,Seller Financing,647.6,18.7,6.93,6.6,Rumored,Platform Build|Technology Capability|Margin Improvement|Brand Value|Diversification,8,
TXN-0371,TGT-0203,ACQ-001,2020-04-27,2021-05-21,2020,Q2,Management Buyout,Leveraged,705.5,11.0,6.84,16.5,Closed,Geographic Expansion|High Growth|Brand Value,7,389
TXN-0372,TGT-0266,ACQ-039,2020-09-14,,2020,Q3,Carve-out,Seller Financing,204.8,24.5,2.19,14.0,Withdrawn,Cost Synergies|Regulatory Arbitrage|High Growth|Market Consolidation|Brand Value,1,
TXN-0373,TGT-0119,ACQ-007,2017-03-23,2017-12-16,2017,Q1,SPAC Merger,Stock-for-Stock,672.3,9.0,3.12,4.6,Closed,Regulatory Arbitrage|Supply Chain Integration,1,268
TXN-0374,TGT-0279,ACQ-006,2024-12-02,2025-06-17,2024,Q4,Strategic Acquisition,Mixed,787.0,18.1,6.4,6.2,Closed,Talent Acquisition|Revenue Synergies|Technology Capability,4,197
TXN-0375,TGT-0141,ACQ-006,2017-02-16,2017-05-19,2017,Q1,SPAC Merger,All Cash,375.4,17.3,1.57,7.8,Closed,Margin Improvement|Revenue Synergies,3,92
TXN-0376,TGT-0012,ACQ-027,2016-10-11,,2016,Q4,Bolt-on Acquisition,Cash + Stock,309.6,12.0,7.34,16.7,Withdrawn,Geographic Expansion|Cost Synergies|Regulatory Arbitrage|Cross-Sell Opportunity,3,
TXN-0377,TGT-0178,ACQ-031,2024-01-23,2024-06-26,2024,Q1,Carve-out,Seller Financing,742.4,9.7,1.01,3.4,Closed,Platform Build|Technology Capability|Geographic Expansion|Diversification,3,155
TXN-0378,TGT-0065,ACQ-018,2019-11-04,2020-09-06,2019,Q4,Leveraged Buyout,All Cash,570.8,18.4,4.16,16.8,Closed,Brand Value|Technology Capability|Vertical Integration|Cost Synergies|Revenue Synergies,7,307
TXN-0379,TGT-0299,ACQ-038,2019-04-12,,2019,Q2,Leveraged Buyout,Mixed,355.3,14.5,5.09,7.6,Pending,Cross-Sell Opportunity|High Growth,6,
TXN-0380,TGT-0033,ACQ-029,2017-01-07,,2017,Q1,Management Buyout,Leveraged,336.7,17.5,7.12,19.2,Rumored,Geographic Expansion|Platform Build|Cost Synergies|Diversification|High Growth,6,
TXN-0381,TGT-0191,ACQ-024,2017-09-04,2018-02-15,2017,Q3,Bolt-on Acquisition,All Cash,555.3,19.6,2.34,12.6,Closed,High Growth|Vertical Integration,6,164
TXN-0382,TGT-0288,ACQ-018,2024-01-11,,2024,Q1,SPAC Merger,Mixed,550.5,14.3,6.66,6.4,Withdrawn,Margin Improvement|Geographic Expansion|Vertical Integration|High Growth|Platform Build,1,
TXN-0383,TGT-0197,ACQ-016,2024-03-01,,2024,Q1,Platform Investment,All Cash,790.5,23.3,2.85,17.3,Rumored,Brand Value|Talent Acquisition,7,
TXN-0384,TGT-0036,ACQ-031,2016-10-01,2017-06-04,2016,Q4,Platform Investment,Leveraged,606.6,13.6,4.81,8.3,Closed,Market Consolidation|Margin Improvement|Revenue Synergies|Regulatory Arbitrage,1,246
TXN-0385,TGT-0115,ACQ-004,2015-04-03,,2015,Q2,Bolt-on Acquisition,Leveraged,192.7,7.7,6.01,16.8,Withdrawn,Vertical Integration|Supply Chain Integration,1,
TXN-0386,TGT-0136,ACQ-022,2024-11-22,2025-11-01,2024,Q4,Platform Investment,Mixed,741.0,17.1,1.66,8.4,Closed,Regulatory Arbitrage|Margin Improvement|Brand Value|Platform Build|Talent Acquisition,3,344
TXN-0387,TGT-0251,ACQ-018,2020-10-22,2021-11-08,2020,Q4,Leveraged Buyout,All Cash,616.5,19.5,3.34,17.2,Closed,Market Consolidation|Platform Build|Revenue Synergies,4,382
TXN-0388,TGT-0111,ACQ-030,2021-04-15,2022-01-17,2021,Q2,Recapitalization,All Cash,178.8,17.2,4.6,17.6,Closed,Revenue Synergies|Talent Acquisition|Platform Build,5,277
TXN-0389,TGT-0263,ACQ-013,2021-05-01,,2021,Q2,Bolt-on Acquisition,Leveraged,143.9,11.8,7.06,14.0,Withdrawn,Brand Value|Platform Build|Market Consolidation|Revenue Synergies|Technology Capability,3,
TXN-0390,TGT-0244,ACQ-034,2022-07-13,,2022,Q3,Platform Investment,All Cash,81.0,14.2,1.88,11.5,Terminated,Margin Improvement|Vertical Integration,6,
TXN-0391,TGT-0217,ACQ-013,2019-04-08,,2019,Q2,Minority Investment,Cash + Stock,231.6,17.5,4.53,4.9,Rumored,Platform Build|Technology Capability|Brand Value,1,
TXN-0392,TGT-0034,ACQ-035,2016-09-10,,2016,Q3,Leveraged Buyout,Seller Financing,322.6,7.9,6.08,18.0,Withdrawn,Technology Capability|Cost Synergies|Supply Chain Integration|Brand Value|Diversification,5,
TXN-0393,TGT-0002,ACQ-007,2017-10-09,2018-02-03,2017,Q4,Platform Investment,Mixed,148.6,18.9,2.0,8.6,Closed,Regulatory Arbitrage|Margin Improvement,8,117
TXN-0394,TGT-0040,ACQ-011,2015-08-11,2016-01-19,2015,Q3,Recapitalization,Seller Financing,398.3,10.7,1.59,16.9,Closed,Supply Chain Integration|Cost Synergies|Brand Value,5,161
TXN-0395,TGT-0232,ACQ-032,2020-08-22,2020-12-02,2020,Q3,Recapitalization,Leveraged,375.1,21.7,2.97,8.7,Closed,Regulatory Arbitrage|Talent Acquisition|Market Consolidation|Brand Value,8,102
TXN-0396,TGT-0073,ACQ-023,2022-02-22,,2022,Q1,Leveraged Buyout,Seller Financing,297.1,20.1,2.2,19.2,Withdrawn,Brand Value|Regulatory Arbitrage|Revenue Synergies|Talent Acquisition,2,
TXN-0397,TGT-0179,ACQ-022,2021-12-05,2022-09-08,2021,Q4,Platform Investment,Leveraged,47.3,15.9,3.27,13.4,Closed,Vertical Integration|Platform Build|Geographic Expansion|Margin Improvement,7,277
TXN-0398,TGT-0268,ACQ-019,2024-04-12,2024-06-23,2024,Q2,Platform Investment,Stock-for-Stock,65.7,11.6,4.07,6.7,Closed,Vertical Integration|Geographic Expansion|High Growth|Diversification|Regulatory Arbitrage,2,72
TXN-0399,TGT-0146,ACQ-033,2023-06-14,2023-11-18,2023,Q2,Bolt-on Acquisition,Mixed,127.0,19.9,3.91,18.6,Closed,Margin Improvement|Diversification,5,157
TXN-0400,TGT-0205,ACQ-007,2019-07-19,2020-01-08,2019,Q3,SPAC Merger,Leveraged,457.7,18.9,3.12,12.8,Closed,High Growth|Talent Acquisition|Technology Capability,4,173
