transaction_id,target_id,acquirer_id,announce_date,close_date,deal_year,deal_quarter,deal_type,financing_type,deal_size_mm,ev_ebitda_multiple,ev_revenue_multiple,synergy_pct_of_deal,outcome,strategic_rationale_tags,num_bidders,days_to_close
TXN-0401,TGT-0237,ACQ-035,2017-10-25,2018-08-05,2017,Q4,Minority Investment,All Cash,428.4,19.2,4.43,14.6,Closed,High Growth|Margin Improvement|Brand Value|Supply Chain Integration,6,284
TXN-0402,TGT-0216,ACQ-006,2017-07-02,,2017,Q3,Leveraged Buyout,Seller Financing,307.9,17.8,7.28,17.9,Terminated,Cost Synergies|High Growth|Regulatory Arbitrage|Geographic Expansion|Margin Improvement,1,
TXN-0403,TGT-0139,ACQ-007,2020-03-22,,2020,Q1,Platform Investment,Seller Financing,557.1,22.4,1.67,12.9,Pending,Talent Acquisition|Cost Synergies|Brand Value,1,
TXN-0404,TGT-0080,ACQ-020,2019-03-04,2019-08-22,2019,Q1,Recapitalization,Seller Financing,105.0,6.0,5.15,5.1,Closed,Platform Build|Margin Improvement|Geographic Expansion,2,171
TXN-0405,TGT-0154,ACQ-026,2022-06-17,2022-10-14,2022,Q2,Leveraged Buyout,Seller Financing,660.0,18.9,6.99,13.5,Closed,Cost Synergies|Brand Value,7,119
TXN-0406,TGT-0280,ACQ-013,2022-11-01,2023-08-10,2022,Q4,Platform Investment,Leveraged,767.9,15.4,5.61,9.7,Closed,Revenue Synergies|High Growth|Cost Synergies|Geographic Expansion|Vertical Integration,2,282
TXN-0407,TGT-0298,ACQ-020,2015-10-21,2016-08-17,2015,Q4,Strategic Acquisition,Leveraged,382.3,19.7,2.79,19.7,Closed,Diversification|Market Consolidation|Talent Acquisition,6,301
TXN-0408,TGT-0078,ACQ-023,2024-08-23,2025-04-17,2024,Q3,Recapitalization,Mixed,233.5,20.5,2.98,9.7,Closed,Cross-Sell Opportunity|Regulatory Arbitrage|Cost Synergies|Brand Value|Talent Acquisition,8,237
TXN-0409,TGT-0166,ACQ-038,2024-07-24,,2024,Q3,SPAC Merger,Seller Financing,68.0,6.6,6.08,6.9,Withdrawn,Brand Value|Regulatory Arbitrage|Margin Improvement|Diversification|Technology Capability,2,
TXN-0410,TGT-0197,ACQ-027,2016-01-07,2016-05-20,2016,Q1,SPAC Merger,Leveraged,44.4,20.2,3.98,9.4,Closed,Platform Build|Market Consolidation|Margin Improvement|High Growth,1,134
TXN-0411,TGT-0101,ACQ-017,2022-10-01,2023-09-09,2022,Q4,Platform Investment,Cash + Stock,597.6,14.2,4.61,16.4,Closed,Regulatory Arbitrage|Brand Value,2,343
TXN-0412,TGT-0185,ACQ-027,2024-02-28,,2024,Q1,Merger of Equals,Cash + Stock,404.5,21.8,4.91,11.1,Terminated,Cross-Sell Opportunity|Talent Acquisition|Cost Synergies|Platform Build,6,
TXN-0413,TGT-0037,ACQ-037,2016-05-19,2016-11-28,2016,Q2,Management Buyout,Leveraged,107.6,10.4,5.13,8.6,Closed,High Growth|Market Consolidation|Diversification|Platform Build,4,193
TXN-0414,TGT-0124,ACQ-034,2024-07-25,2025-08-08,2024,Q3,Minority Investment,Seller Financing,443.6,22.9,5.0,18.9,Closed,Geographic Expansion|Diversification,5,379
TXN-0415,TGT-0031,ACQ-009,2018-09-05,,2018,Q3,Strategic Acquisition,Cash + Stock,72.2,24.0,7.31,15.0,Pending,Platform Build|High Growth|Cross-Sell Opportunity|Market Consolidation,1,
TXN-0416,TGT-0139,ACQ-003,2016-01-22,2016-03-17,2016,Q1,Recapitalization,Seller Financing,525.5,14.2,2.98,17.4,Closed,Geographic Expansion|Supply Chain Integration,4,55
TXN-0417,TGT-0010,ACQ-036,2022-01-01,2022-08-14,2022,Q1,Minority Investment,Stock-for-Stock,352.3,14.1,1.79,10.4,Closed,Diversification|High Growth|Geographic Expansion,6,225
TXN-0418,TGT-0117,ACQ-027,2023-01-22,2023-08-15,2023,Q1,Strategic Acquisition,Mixed,652.9,7.5,1.71,6.1,Closed,Cross-Sell Opportunity|Regulatory Arbitrage|Technology Capability|Vertical Integration,1,205
TXN-0419,TGT-0063,ACQ-005,2016-09-11,,2016,Q3,Management Buyout,Cash + Stock,568.6,21.5,7.26,17.6,Pending,Diversification|Supply Chain Integration|Talent Acquisition|Vertical Integration,8,
TXN-0420,TGT-0278,ACQ-033,2016-02-08,,2016,Q1,Merger of Equals,Stock-for-Stock,396.7,7.5,7.37,17.3,Rumored,Market Consolidation|Talent Acquisition|Technology Capability|Platform Build,4,
TXN-0421,TGT-0226,ACQ-030,2016-01-06,2016-12-28,2016,Q1,Recapitalization,All Cash,233.2,13.3,6.76,4.4,Closed,Margin Improvement|Geographic Expansion|High Growth|Supply Chain Integration|Brand Value,5,357
TXN-0422,TGT-0221,ACQ-035,2015-08-26,2016-08-07,2015,Q3,Strategic Acquisition,Seller Financing,750.7,23.3,6.23,8.7,Closed,Supply Chain Integration|Geographic Expansion|Diversification,5,347
TXN-0423,TGT-0030,ACQ-007,2023-10-25,,2023,Q4,Platform Investment,Seller Financing,347.7,19.7,6.34,7.4,Pending,Market Consolidation|Technology Capability|Cost Synergies|Geographic Expansion|Vertical Integration,7,
TXN-0424,TGT-0278,ACQ-019,2020-10-15,2021-01-31,2020,Q4,Strategic Acquisition,Seller Financing,298.9,18.5,6.43,16.8,Closed,Cross-Sell Opportunity|Regulatory Arbitrage|Diversification|Vertical Integration,1,108
TXN-0425,TGT-0005,ACQ-030,2015-08-05,,2015,Q3,Recapitalization,Mixed,186.0,7.1,7.56,7.7,Terminated,Margin Improvement|Cost Synergies,6,
TXN-0426,TGT-0117,ACQ-012,2017-03-08,2017-05-23,2017,Q1,Leveraged Buyout,All Cash,159.6,15.6,3.97,8.4,Closed,Vertical Integration|Geographic Expansion|Regulatory Arbitrage|Diversification,4,76
TXN-0427,TGT-0180,ACQ-007,2016-11-21,2017-02-10,2016,Q4,Bolt-on Acquisition,Seller Financing,201.0,12.2,3.47,17.0,Closed,Brand Value|Vertical Integration|Cost Synergies|Geographic Expansion|Diversification,7,81
TXN-0428,TGT-0192,ACQ-031,2019-03-25,2019-10-16,2019,Q1,Carve-out,Leveraged,243.3,8.9,5.06,4.8,Closed,Technology Capability|High Growth|Cross-Sell Opportunity|Geographic Expansion,4,205
TXN-0429,TGT-0041,ACQ-005,2018-11-08,2019-06-03,2018,Q4,Management Buyout,Mixed,680.4,16.0,1.17,11.0,Closed,Technology Capability|Revenue Synergies|Cross-Sell Opportunity|Vertical Integration,8,207
TXN-0430,TGT-0234,ACQ-021,2016-06-08,,2016,Q2,Recapitalization,Mixed,299.1,12.7,4.44,18.5,Withdrawn,Margin Improvement|Supply Chain Integration|High Growth,8,
TXN-0431,TGT-0209,ACQ-038,2017-07-09,2018-07-12,2017,Q3,Platform Investment,Leveraged,107.6,13.8,4.44,5.5,Closed,Brand Value|Cost Synergies|Margin Improvement,8,368
TXN-0432,TGT-0284,ACQ-031,2016-06-11,2017-02-27,2016,Q2,Strategic Acquisition,Stock-for-Stock,556.7,24.8,1.75,17.7,Closed,Cost Synergies|High Growth|Market Consolidation|Talent Acquisition,7,261
TXN-0433,TGT-0173,ACQ-038,2024-03-19,2024-09-28,2024,Q1,Strategic Acquisition,All Cash,760.7,23.3,5.34,15.6,Closed,Market Consolidation|Cost Synergies|Brand Value|Revenue Synergies|Cross-Sell Opportunity,7,193
TXN-0434,TGT-0190,ACQ-030,2021-08-11,,2021,Q3,Recapitalization,Cash + Stock,582.2,11.3,6.37,6.9,Terminated,Geographic Expansion|Cross-Sell Opportunity|Talent Acquisition|Supply Chain Integration,8,
TXN-0435,TGT-0197,ACQ-021,2017-05-10,2017-11-16,2017,Q2,Strategic Acquisition,Mixed,353.0,11.3,7.13,8.3,Closed,Platform Build|Vertical Integration|Revenue Synergies,6,190
TXN-0436,TGT-0133,ACQ-039,2016-04-14,2017-03-01,2016,Q2,Platform Investment,Cash + Stock,177.4,21.9,6.24,3.5,Closed,Geographic Expansion|Margin Improvement|Brand Value,1,321
TXN-0437,TGT-0228,ACQ-034,2017-12-03,2018-12-25,2017,Q4,Platform Investment,All Cash,363.9,14.2,2.69,17.7,Closed,Diversification|Supply Chain Integration,5,387
TXN-0438,TGT-0168,ACQ-011,2023-09-02,,2023,Q3,Platform Investment,Stock-for-Stock,542.6,7.4,5.75,18.2,Terminated,Platform Build|Market Consolidation|Supply Chain Integration|Talent Acquisition|Diversification,1,
TXN-0439,TGT-0005,ACQ-016,2017-10-14,2018-02-03,2017,Q4,Leveraged Buyout,Mixed,223.2,8.9,6.66,15.5,Closed,Regulatory Arbitrage|Platform Build|Talent Acquisition,5,112
TXN-0440,TGT-0035,ACQ-032,2023-06-26,,2023,Q2,Carve-out,All Cash,555.1,17.7,5.34,7.0,Withdrawn,Talent Acquisition|Regulatory Arbitrage|Cost Synergies|Vertical Integration|Technology Capability,6,
TXN-0441,TGT-0201,ACQ-039,2020-12-04,2021-07-03,2020,Q4,Platform Investment,All Cash,103.2,22.7,6.24,7.9,Closed,Regulatory Arbitrage|High Growth|Platform Build,8,211
TXN-0442,TGT-0178,ACQ-026,2017-11-14,,2017,Q4,Recapitalization,Seller Financing,554.5,6.6,2.73,6.7,Withdrawn,Talent Acquisition|Supply Chain Integration,7,
TXN-0443,TGT-0201,ACQ-029,2021-12-20,2022-08-31,2021,Q4,Platform Investment,All Cash,396.1,10.2,5.38,3.8,Closed,Cross-Sell Opportunity|Cost Synergies|Talent Acquisition,8,254
TXN-0444,TGT-0169,ACQ-009,2024-02-27,2025-03-13,2024,Q1,Strategic Acquisition,Stock-for-Stock,627.6,12.3,3.34,16.0,Closed,Talent Acquisition|Technology Capability,2,380
TXN-0445,TGT-0275,ACQ-026,2018-07-10,2019-05-20,2018,Q3,Carve-out,Leveraged,339.5,16.5,2.59,3.2,Closed,Talent Acquisition|High Growth,1,314
TXN-0446,TGT-0013,ACQ-015,2018-03-01,2018-05-28,2018,Q1,Platform Investment,Mixed,653.2,13.2,3.69,16.9,Closed,Platform Build|Talent Acquisition,5,88
TXN-0447,TGT-0008,ACQ-035,2024-04-21,,2024,Q2,Bolt-on Acquisition,Mixed,637.2,9.7,5.16,8.3,Rumored,Talent Acquisition|Market Consolidation|Geographic Expansion|Vertical Integration|Revenue Synergies,6,
TXN-0448,TGT-0296,ACQ-031,2021-09-04,2022-05-02,2021,Q3,Minority Investment,All Cash,774.0,16.7,4.28,18.4,Closed,Margin Improvement|Market Consolidation,4,240
TXN-0449,TGT-0232,ACQ-015,2024-01-03,,2024,Q1,Minority Investment,Cash + Stock,305.3,16.7,5.43,8.7,Pending,Talent Acquisition|Cost Synergies,2,
TXN-0450,TGT-0073,ACQ-026,2024-10-09,,2024,Q4,Management Buyout,Mixed,612.1,7.1,4.35,10.0,Rumored,Geographic Expansion|Diversification|Market Consolidation,6,
TXN-0451,TGT-0108,ACQ-036,2022-10-06,2023-01-12,2022,Q4,Merger of Equals,Mixed,267.6,19.5,4.5,17.6,Closed,Market Consolidation|Platform Build|High Growth|Cost Synergies|Geographic Expansion,2,98
TXN-0452,TGT-0102,ACQ-029,2016-02-09,2016-10-15,2016,Q1,Minority Investment,Stock-for-Stock,506.5,16.0,1.81,17.9,Closed,Vertical Integration|Platform Build,7,249
TXN-0453,TGT-0268,ACQ-021,2024-07-17,2025-05-23,2024,Q3,SPAC Merger,Mixed,126.1,15.9,2.27,13.4,Closed,Margin Improvement|Brand Value|Technology Capability|Diversification,6,310
TXN-0454,TGT-0243,ACQ-001,2020-11-21,,2020,Q4,Carve-out,Cash + Stock,67.6,24.6,3.05,6.2,Pending,Diversification|Platform Build|Geographic Expansion|Cross-Sell Opportunity|Margin Improvement,2,
TXN-0455,TGT-0287,ACQ-015,2020-01-06,2020-06-29,2020,Q1,Leveraged Buyout,Leveraged,659.3,22.5,5.01,8.2,Closed,Platform Build|Cross-Sell Opportunity|Cost Synergies,7,175
TXN-0456,TGT-0135,ACQ-037,2016-04-05,,2016,Q2,Management Buyout,Seller Financing,274.2,20.7,5.06,7.7,Withdrawn,Cost Synergies|Geographic Expansion|Supply Chain Integration,8,
TXN-0457,TGT-0074,ACQ-011,2022-02-16,2022-12-14,2022,Q1,Merger of Equals,All Cash,122.5,21.3,3.86,11.0,Closed,Technology Capability|Talent Acquisition,5,301
TXN-0458,TGT-0182,ACQ-020,2023-09-21,,2023,Q3,Management Buyout,All Cash,676.1,24.2,7.61,17.2,Rumored,Talent Acquisition|Margin Improvement|Revenue Synergies|Market Consolidation|Vertical Integration,3,
TXN-0459,TGT-0179,ACQ-012,2015-09-01,2016-04-28,2015,Q3,Recapitalization,Mixed,586.9,10.1,4.83,20.0,Closed,Cost Synergies|Market Consolidation|Geographic Expansion|Technology Capability,4,240
TXN-0460,TGT-0159,ACQ-022,2016-09-15,2017-03-08,2016,Q3,Platform Investment,Seller Financing,491.3,6.6,2.78,11.1,Closed,Regulatory Arbitrage|Geographic Expansion|Cross-Sell Opportunity|Revenue Synergies,1,174
TXN-0461,TGT-0252,ACQ-012,2022-03-04,2022-05-30,2022,Q1,Strategic Acquisition,Leveraged,496.1,19.6,5.88,6.0,Closed,Revenue Synergies|Brand Value|Platform Build|Geographic Expansion|Margin Improvement,3,87
TXN-0462,TGT-0279,ACQ-018,2018-02-03,2018-12-09,2018,Q1,Merger of Equals,Mixed,719.7,9.2,7.9,15.3,Closed,Regulatory Arbitrage|High Growth,6,309
TXN-0463,TGT-0099,ACQ-033,2017-09-03,,2017,Q3,Bolt-on Acquisition,Cash + Stock,49.9,17.6,5.76,10.0,Pending,Vertical Integration|Talent Acquisition|Diversification|Platform Build,1,
TXN-0464,TGT-0290,ACQ-030,2016-02-24,2016-07-29,2016,Q1,Bolt-on Acquisition,Cash + Stock,160.7,17.2,7.75,16.0,Closed,Margin Improvement|Platform Build|Market Consolidation|Technology Capability,1,156
TXN-0465,TGT-0068,ACQ-020,2015-12-12,2016-04-25,2015,Q4,Platform Investment,Cash + Stock,125.2,12.0,2.43,6.2,Closed,Vertical Integration|Market Consolidation|Margin Improvement|Brand Value,4,135
TXN-0466,TGT-0179,ACQ-034,2022-06-17,,2022,Q2,Strategic Acquisition,Seller Financing,137.2,16.8,7.96,10.4,Withdrawn,Diversification|Market Consolidation|Talent Acquisition,5,
TXN-0467,TGT-0108,ACQ-017,2018-10-14,2019-06-06,2018,Q4,Platform Investment,All Cash,420.9,18.0,4.22,10.9,Closed,Regulatory Arbitrage|Cross-Sell Opportunity|Geographic Expansion|Diversification|Platform Build,6,235
TXN-0468,TGT-0244,ACQ-022,2020-03-16,2021-02-27,2020,Q1,Carve-out,Leveraged,142.8,16.4,6.21,10.5,Closed,Market Consolidation|High Growth|Margin Improvement|Technology Capability|Vertical Integration,8,348
TXN-0469,TGT-0206,ACQ-020,2015-06-25,,2015,Q2,Management Buyout,All Cash,349.3,11.1,4.96,13.1,Withdrawn,Brand Value|Vertical Integration|Cross-Sell Opportunity,3,
TXN-0470,TGT-0072,ACQ-009,2020-01-03,2020-05-29,2020,Q1,Bolt-on Acquisition,Leveraged,644.2,14.7,1.99,3.0,Closed,Vertical Integration|Brand Value|Platform Build,3,147
TXN-0471,TGT-0126,ACQ-010,2023-08-13,2024-09-03,2023,Q3,Strategic Acquisition,Stock-for-Stock,285.6,14.9,5.74,14.9,Closed,Revenue Synergies|Margin Improvement|Market Consolidation|Technology Capability|Platform Build,8,387
TXN-0472,TGT-0168,ACQ-019,2021-10-21,2022-04-04,2021,Q4,Management Buyout,All Cash,398.3,20.1,5.02,6.8,Closed,Diversification|Brand Value|Talent Acquisition|Geographic Expansion,3,165
TXN-0473,TGT-0118,ACQ-009,2022-04-22,2022-11-12,2022,Q2,Strategic Acquisition,Cash + Stock,356.8,12.5,5.51,10.2,Closed,Regulatory Arbitrage|Revenue Synergies|Margin Improvement|Geographic Expansion|Vertical Integration,5,204
TXN-0474,TGT-0265,ACQ-007,2022-03-10,2023-02-12,2022,Q1,Merger of Equals,Mixed,529.9,13.7,6.61,5.7,Closed,Regulatory Arbitrage|Margin Improvement|Geographic Expansion|Revenue Synergies|Brand Value,3,339
TXN-0475,TGT-0218,ACQ-017,2016-12-19,,2016,Q4,Management Buyout,Leveraged,573.9,22.0,7.8,4.9,Pending,Talent Acquisition|Supply Chain Integration|High Growth|Regulatory Arbitrage|Platform Build,3,
TXN-0476,TGT-0133,ACQ-013,2023-10-10,,2023,Q4,Minority Investment,All Cash,236.1,8.3,4.33,9.2,Pending,High Growth|Diversification|Regulatory Arbitrage|Vertical Integration,6,
TXN-0477,TGT-0183,ACQ-027,2015-12-16,2016-04-28,2015,Q4,Merger of Equals,Leveraged,482.7,12.8,1.06,15.6,Closed,Talent Acquisition|Platform Build,4,134
TXN-0478,TGT-0221,ACQ-018,2020-11-01,,2020,Q4,SPAC Merger,Cash + Stock,461.7,6.8,3.15,3.7,Terminated,Talent Acquisition|Market Consolidation|Platform Build|Diversification|Regulatory Arbitrage,2,
TXN-0479,TGT-0095,ACQ-017,2016-11-24,,2016,Q4,Bolt-on Acquisition,Cash + Stock,219.9,11.8,4.5,17.5,Rumored,Diversification|Cross-Sell Opportunity,4,
TXN-0480,TGT-0096,ACQ-018,2023-03-08,2024-03-23,2023,Q1,SPAC Merger,Stock-for-Stock,547.4,11.2,3.73,3.3,Closed,Vertical Integration|Brand Value|Margin Improvement,7,381
TXN-0481,TGT-0116,ACQ-002,2020-05-15,2021-04-02,2020,Q2,Bolt-on Acquisition,Seller Financing,586.6,17.6,4.12,10.2,Closed,Margin Improvement|Talent Acquisition|Geographic Expansion|Diversification|Market Consolidation,6,322
TXN-0482,TGT-0256,ACQ-014,2023-05-25,,2023,Q2,Minority Investment,Leveraged,40.3,22.2,7.77,13.7,Withdrawn,Technology Capability|Market Consolidation,6,
TXN-0483,TGT-0162,ACQ-029,2022-02-20,,2022,Q1,Carve-out,Seller Financing,145.9,12.7,3.91,19.9,Rumored,Talent Acquisition|Market Consolidation|Margin Improvement|Technology Capability,1,
TXN-0484,TGT-0064,ACQ-007,2021-05-04,,2021,Q2,Leveraged Buyout,All Cash,242.1,22.4,6.32,19.7,Rumored,Diversification|Supply Chain Integration|Technology Capability|High Growth|Cross-Sell Opportunity,7,
TXN-0485,TGT-0163,ACQ-033,2023-10-13,,2023,Q4,Leveraged Buyout,Stock-for-Stock,609.1,11.4,7.46,5.7,Pending,Vertical Integration|Geographic Expansion|Talent Acquisition|Diversification|Margin Improvement,3,
TXN-0486,TGT-0298,ACQ-027,2021-10-12,2021-12-07,2021,Q4,Leveraged Buyout,Mixed,500.8,8.6,5.26,20.0,Closed,Cross-Sell Opportunity|Technology Capability|Cost Synergies|Brand Value,7,56
TXN-0487,TGT-0012,ACQ-039,2021-06-08,2022-01-04,2021,Q2,Carve-out,Stock-for-Stock,582.6,10.5,4.2,15.1,Closed,Vertical Integration|Platform Build|Geographic Expansion,4,210
TXN-0488,TGT-0228,ACQ-016,2017-11-28,2018-09-05,2017,Q4,Management Buyout,Mixed,645.9,21.9,7.08,18.5,Closed,Geographic Expansion|Market Consolidation,4,281
TXN-0489,TGT-0267,ACQ-031,2021-02-13,,2021,Q1,Minority Investment,Leveraged,110.0,20.8,5.46,12.1,Terminated,Margin Improvement|Revenue Synergies|Market Consolidation|Geographic Expansion|Vertical Integration,1,
TXN-0490,TGT-0262,ACQ-029,2021-01-21,2021-10-04,2021,Q1,Bolt-on Acquisition,Cash + Stock,610.0,17.0,6.5,15.3,Closed,Cost Synergies|Technology Capability|Supply Chain Integration|Margin Improvement,6,256
TXN-0491,TGT-0038,ACQ-030,2022-06-08,2023-05-23,2022,Q2,Platform Investment,Leveraged,556.0,12.3,4.04,7.4,Closed,Supply Chain Integration|Cost Synergies,5,349
TXN-0492,TGT-0190,ACQ-037,2020-09-01,2021-10-06,2020,Q3,Platform Investment,Mixed,460.6,11.8,5.93,14.4,Closed,Cost Synergies|Cross-Sell Opportunity|Vertical Integration,3,400
TXN-0493,TGT-0109,ACQ-038,2019-06-12,2020-06-07,2019,Q2,SPAC Merger,All Cash,300.9,15.7,7.07,11.8,Closed,Diversification|Regulatory Arbitrage|Cost Synergies,8,361
TXN-0494,TGT-0194,ACQ-032,2017-10-12,,2017,Q4,Carve-out,Stock-for-Stock,26.2,24.0,3.27,8.3,Withdrawn,Vertical Integration|Cross-Sell Opportunity|Supply Chain Integration,4,
TXN-0495,TGT-0256,ACQ-030,2024-02-08,2024-08-09,2024,Q1,Management Buyout,Cash + Stock,300.4,6.6,5.31,19.2,Closed,Supply Chain Integration|Geographic Expansion,2,183
TXN-0496,TGT-0132,ACQ-012,2018-06-04,2018-09-24,2018,Q2,Recapitalization,Cash + Stock,783.8,11.0,2.8,15.6,Closed,Geographic Expansion|Technology Capability|Revenue Synergies|Supply Chain Integration,2,112
TXN-0497,TGT-0275,ACQ-004,2020-01-07,2020-07-23,2020,Q1,Leveraged Buyout,Stock-for-Stock,361.9,15.0,1.52,13.0,Closed,Cross-Sell Opportunity|High Growth,8,198
TXN-0498,TGT-0234,ACQ-001,2019-12-10,,2019,Q4,SPAC Merger,Leveraged,510.4,12.2,4.28,7.8,Pending,Revenue Synergies|Talent Acquisition|Technology Capability|Diversification,5,
TXN-0499,TGT-0226,ACQ-008,2017-12-18,,2017,Q4,Strategic Acquisition,Leveraged,384.3,9.1,1.27,10.3,Terminated,Brand Value|Revenue Synergies,5,
TXN-0500,TGT-0094,ACQ-013,2016-04-22,,2016,Q2,Leveraged Buyout,Leveraged,254.7,20.6,4.2,14.6,Terminated,Diversification|Cost Synergies|Technology Capability,4,
